"customerid","recency","frequency","monetory","r_score","f_score","m_score","customer_segment"
14937,57.0,3,1621.88,3,4,4,Loyal Customers
17101,11.0,4,1621.73,5,4,4,Champions
14178,9.0,7,1620.93,5,5,4,Champions
16801,164.0,4,1619.73,2,4,4,At Risk
18161,16.0,5,1618.69,4,4,4,Champions
14336,17.0,4,1614.91,4,4,4,Champions
16992,11.0,5,1614.31,5,4,4,Champions
15791,44.0,2,1612.69,3,3,4,Other
14312,47.0,6,1611.59,3,5,4,Loyal Customers
13614,25.0,4,1610.46,4,4,4,Champions
14918,116.0,2,1610.15,2,3,4,At Risk
12868,186.0,6,1607.06,1,5,4,At Risk
16817,3.0,9,1604.75,5,5,4,Champions
12947,144.0,6,1603.99,2,5,4,At Risk
16466,34.0,7,1603.46,3,5,4,Loyal Customers
14719,2.0,5,1602.13,5,4,4,Champions
14587,19.0,9,1601.14,4,5,4,Champions
15660,26.0,9,1600.86,4,5,4,Champions
16496,9.0,3,1599.52,5,4,4,Champions
13850,130.0,1,1595.48,2,2,4,Lost Customers
17837,43.0,8,1593.38,3,5,4,Loyal Customers
16332,29.0,7,1593.2,4,5,4,Champions
16676,34.0,4,1592.12,3,4,4,Loyal Customers
14970,69.0,4,1592.06,3,4,4,Loyal Customers
15611,10.0,13,1591.45,5,5,4,Champions
18178,129.0,4,1590.81,2,4,4,At Risk
14442,205.0,2,1589.82,1,3,4,At Risk
12393,73.0,4,1582.6,2,4,4,At Risk
15532,26.0,4,1580.93,4,4,4,Champions
12607,61.0,1,1579.51,3,2,4,Other
13814,93.0,2,1579.12,2,3,4,At Risk
16889,195.0,3,1578.67,1,4,4,At Risk
13186,40.0,3,1575.89,3,4,4,Loyal Customers
13634,34.0,5,1575.16,3,4,4,Loyal Customers
13659,206.0,2,1573.2,1,3,4,At Risk
17671,16.0,4,1572.71,4,4,4,Champions
16283,6.0,5,1570.81,5,4,4,Champions
12865,27.0,2,1568.23,4,3,4,Potential Loyalists
15906,20.0,7,1567.69,4,5,4,Champions
15111,30.0,3,1567.48,4,4,4,Champions
17085,124.0,5,1566.65,2,4,4,At Risk
17204,176.0,4,1564.56,2,4,4,At Risk
18239,219.0,5,1561.61,1,4,4,At Risk
14038,79.0,3,1560.38,2,4,4,At Risk
16394,57.0,5,1555.34,3,4,4,Loyal Customers
13313,23.0,5,1555.32,4,4,4,Champions
16369,19.0,3,1553.66,4,4,4,Champions
15620,57.0,3,1553.18,3,4,4,Loyal Customers
15117,15.0,5,1551.78,4,4,4,Champions
13320,79.0,4,1548.7,2,4,4,At Risk
14229,52.0,3,1547.2,3,4,4,Loyal Customers
14704,12.0,9,1546.91,5,5,4,Champions
16790,4.0,6,1545.62,5,5,4,Champions
13397,73.0,5,1544.13,2,4,4,At Risk
15701,3.0,4,1542.14,5,4,4,Champions
12818,262.0,1,1542.08,1,2,4,Lost Customers
16365,18.0,9,1540.42,4,5,4,Champions
17159,22.0,3,1538.88,4,4,4,Champions
13849,52.0,2,1537.95,3,3,4,Other
12877,4.0,12,1535.77,5,5,4,Champions
15392,5.0,4,1535.53,5,4,4,Champions
15625,104.0,4,1534.26,2,4,4,At Risk
13107,45.0,4,1531.6200000000001,3,4,4,Loyal Customers
12759,53.0,3,1531.44,3,4,4,Loyal Customers
14321,11.0,5,1530.75,5,4,4,Champions
14567,57.0,2,1530.36,3,3,4,Other
15916,17.0,8,1528.09,4,5,4,Champions
16244,212.0,2,1522.75,1,3,4,At Risk
16434,30.0,7,1522.25,4,5,4,Champions
16066,17.0,5,1521.8700000000001,4,4,4,Champions
13764,71.0,3,1521.76,3,4,4,Loyal Customers
13213,57.0,5,1520.58,3,4,4,Loyal Customers
16880,31.0,7,1519.08,4,5,4,Champions
14267,163.0,3,1516.24,2,4,4,At Risk
13791,128.0,2,1516.0,2,3,4,At Risk
16748,18.0,5,1515.9,4,4,4,Champions
16053,33.0,2,1511.95,4,3,4,Potential Loyalists
16910,5.0,8,1510.06,5,5,4,Champions
16279,22.0,3,1509.58,4,4,4,Champions
16016,4.0,8,1508.76,5,5,4,Champions
15265,152.0,2,1506.12,2,3,4,At Risk
12937,16.0,4,1504.27,4,4,4,Champions
15530,22.0,4,1502.35,4,4,4,Champions
16762,20.0,3,1501.3799999999999,4,4,4,Champions
13810,29.0,3,1499.01,4,4,4,Champions
17571,51.0,4,1498.51,3,4,4,Loyal Customers
14414,92.0,7,1496.98,2,5,4,At Risk
16755,115.0,3,1496.83,2,4,4,At Risk
17002,86.0,3,1493.73,2,4,4,At Risk
15057,276.0,2,1489.5,1,3,4,At Risk
13110,32.0,7,1488.67,4,5,4,Champions
13692,25.0,3,1488.32,4,4,4,Champions
14963,10.0,5,1487.8,5,4,4,Champions
17553,130.0,1,1487.6,2,2,4,Lost Customers
16395,61.0,5,1486.9,3,4,4,Loyal Customers
14878,13.0,9,1485.54,5,5,4,Champions
14758,145.0,4,1484.06,2,4,4,At Risk
18016,33.0,5,1483.56,3,4,4,Loyal Customers
15427,34.0,3,1483.14,3,4,4,Loyal Customers
17590,3.0,3,1479.22,5,4,4,Champions
14403,131.0,4,1475.81,2,4,4,At Risk
15983,23.0,4,1475.02,4,4,4,Champions
12826,3.0,7,1474.72,5,5,4,Champions
14404,34.0,6,1474.32,3,5,4,Loyal Customers
14246,111.0,3,1474.06,2,4,4,At Risk
15128,61.0,4,1471.0,3,4,4,Loyal Customers
16348,33.0,7,1469.45,3,5,4,Loyal Customers
14875,108.0,2,1465.32,2,3,4,At Risk
12882,10.0,2,1463.04,5,3,4,Potential Loyalists
14233,50.0,4,1462.72,3,4,4,Loyal Customers
14541,59.0,8,1461.65,3,5,4,Loyal Customers
17063,22.0,7,1461.14,4,5,4,Champions
16059,66.0,6,1459.86,3,5,4,Loyal Customers
16996,31.0,6,1456.96,4,5,4,Champions
13309,8.0,5,1456.79,5,4,4,Champions
13477,38.0,6,1454.58,3,5,4,Loyal Customers
15987,13.0,7,1451.28,5,5,4,Champions
14740,198.0,3,1448.21,1,4,4,At Risk
15426,20.0,5,1447.39,4,4,4,Champions
14591,16.0,4,1447.14,4,4,4,Champions
17073,18.0,4,1446.09,4,4,4,Champions
13717,33.0,6,1445.01,3,5,4,Loyal Customers
13461,39.0,3,1445.0,3,4,4,Loyal Customers
17175,45.0,4,1443.69,3,4,4,Loyal Customers
15478,41.0,2,1441.42,3,3,4,Other
15858,16.0,5,1438.85,4,4,4,Champions
14071,4.0,8,1438.82,5,5,4,Champions
13159,9.0,4,1437.85,5,4,4,Champions
14566,111.0,1,1432.0,2,2,4,Lost Customers
16503,107.0,4,1431.93,2,4,4,At Risk
13475,192.0,4,1431.78,1,4,4,At Risk
16103,8.0,6,1429.64,5,5,4,Champions
16271,3.0,5,1429.24,5,4,4,Champions
14035,29.0,5,1428.02,4,4,4,Champions
15681,26.0,5,1426.16,4,4,4,Champions
15106,18.0,5,1422.52,4,4,4,Champions
16463,22.0,4,1422.4,4,4,4,Champions
16571,27.0,3,1421.69,4,4,4,Champions
14019,47.0,3,1421.61,3,4,4,Loyal Customers
14901,12.0,9,1421.29,5,5,4,Champions
14443,54.0,4,1420.2,3,4,4,Loyal Customers
17288,10.0,7,1419.73,5,5,4,Champions
16173,16.0,6,1418.32,4,5,4,Champions
15444,10.0,2,1418.26,5,3,4,Potential Loyalists
17856,2.0,4,1418.03,5,4,4,Champions
18116,68.0,8,1418.03,3,5,4,Loyal Customers
14649,5.0,4,1417.29,5,4,4,Champions
14748,30.0,5,1415.75,4,4,4,Champions
16012,36.0,3,1415.29,3,4,4,Loyal Customers
16245,24.0,3,1413.66,4,4,4,Champions
17004,47.0,2,1412.94,3,3,4,Other
15237,2.0,4,1412.32,5,4,4,Champions
15596,101.0,5,1406.59,2,4,4,At Risk
17083,110.0,3,1405.78,2,4,4,At Risk
15563,23.0,4,1400.44,4,4,4,Champions
14741,12.0,6,1400.34,5,5,4,Champions
18202,200.0,3,1396.99,1,4,4,At Risk
13995,16.0,5,1393.69,4,4,4,Champions
17354,51.0,1,1393.06,3,2,4,Other
15810,79.0,4,1391.98,2,4,4,At Risk
15051,24.0,3,1391.61,4,4,4,Champions
13414,134.0,3,1390.5,2,4,4,At Risk
13516,22.0,3,1389.41,4,4,4,Champions
15898,2.0,5,1388.88,5,4,4,Champions
16539,3.0,4,1388.81,5,4,4,Champions
15453,2.0,7,1388.37,5,5,4,Champions
15134,15.0,8,1387.99,4,5,4,Champions
12952,6.0,4,1387.79,5,4,4,Champions
17676,5.0,6,1387.68,5,5,4,Champions
12775,18.0,5,1386.04,4,4,4,Champions
13308,23.0,3,1385.51,4,4,4,Champions
18167,24.0,3,1384.86,4,4,4,Champions
17311,79.0,2,1384.85,2,3,4,At Risk
13572,206.0,1,1384.25,1,2,4,Lost Customers
14507,24.0,6,1383.18,4,5,4,Champions
14116,20.0,5,1382.74,4,4,4,Champions
16389,54.0,4,1382.07,3,4,4,Loyal Customers
16726,27.0,5,1382.02,4,4,4,Champions
17621,22.0,3,1379.9,4,4,4,Champions
12886,68.0,2,1378.4,3,3,4,Other
15569,104.0,5,1375.71,2,4,4,At Risk
16669,24.0,3,1374.87,4,4,4,Champions
14434,22.0,6,1372.8,4,5,4,Champions
15095,104.0,4,1370.6,2,4,4,At Risk
13813,40.0,4,1366.86,3,4,4,Loyal Customers
14897,8.0,4,1366.38,5,4,4,Champions
13396,30.0,2,1360.99,4,3,4,Potential Loyalists
14102,6.0,5,1360.28,5,4,4,Champions
15411,27.0,4,1358.88,4,4,4,Champions
13232,13.0,7,1357.6,5,5,4,Champions
17054,29.0,5,1356.33,4,4,4,Champions
14859,13.0,4,1353.74,5,4,4,Champions
14064,30.0,5,1353.74,4,4,4,Champions
15116,18.0,4,1352.75,4,4,4,Champions
16079,17.0,3,1352.0,4,4,4,Champions
16493,80.0,4,1351.6299999999999,2,4,4,At Risk
12770,211.0,1,1351.45,1,2,4,Lost Customers
12646,5.0,2,1346.97,5,3,4,Potential Loyalists
14154,240.0,2,1345.62,1,3,4,At Risk
15398,17.0,2,1345.53,4,3,4,Potential Loyalists
12463,54.0,4,1344.78,3,4,4,Loyal Customers
17372,41.0,8,1342.68,3,5,4,Loyal Customers
16317,120.0,3,1341.65,2,4,4,At Risk
13743,3.0,7,1341.6,5,5,4,Champions
18177,32.0,6,1341.42,4,5,4,Champions
16045,120.0,4,1340.7,2,4,4,At Risk
13501,289.0,1,1340.32,1,2,4,Lost Customers
15734,115.0,2,1339.45,2,3,4,At Risk
12620,15.0,3,1339.41,4,4,4,Champions
15059,41.0,9,1337.72,3,5,4,Loyal Customers
16110,46.0,3,1337.48,3,4,4,Loyal Customers
12919,9.0,6,1335.19,5,5,4,Champions
15680,10.0,3,1333.68,5,4,4,Champions
17932,30.0,3,1331.57,4,4,4,Champions
12676,25.0,6,1331.39,4,5,4,Champions
16295,10.0,4,1328.55,5,4,4,Champions
15146,165.0,2,1327.1599999999999,2,3,4,At Risk
17633,32.0,4,1324.84,4,4,4,Champions
12854,79.0,3,1324.5,2,4,4,At Risk
17095,23.0,3,1324.16,4,4,4,Champions
16370,83.0,4,1320.56,2,4,4,At Risk
14794,3.0,7,1319.91,5,5,4,Champions
13168,37.0,4,1319.19,3,4,4,Loyal Customers
16083,101.0,2,1317.6200000000001,2,3,4,At Risk
12526,1.0,3,1316.66,5,4,4,Champions
14921,31.0,2,1316.07,4,3,4,Potential Loyalists
12576,36.0,5,1315.83,3,4,4,Loyal Customers
14511,12.0,5,1314.81,5,4,4,Champions
16464,20.0,3,1314.68,4,4,4,Champions
14738,43.0,7,1314.45,3,5,4,Loyal Customers
14973,108.0,3,1314.45,2,4,4,At Risk
16040,66.0,3,1313.55,3,4,4,Loyal Customers
12364,8.0,4,1313.1,5,4,4,Champions
12516,78.0,2,1312.06,2,3,4,At Risk
14856,37.0,3,1311.38,3,4,4,Loyal Customers
14477,20.0,4,1309.6,4,4,4,Champions
16120,60.0,4,1309.14,3,4,4,Loyal Customers
14047,9.0,5,1308.61,5,4,4,Champions
13328,317.0,1,1308.48,1,2,4,Lost Customers
14297,18.0,4,1305.33,4,4,4,Champions
12507,135.0,3,1304.81,2,4,4,At Risk
16744,12.0,7,1304.76,5,5,4,Champions
17919,89.0,1,1304.04,2,2,4,Lost Customers
15813,208.0,2,1303.91,1,3,4,At Risk
14898,24.0,6,1303.52,4,5,4,Champions
15108,142.0,4,1300.25,2,4,4,At Risk
15494,22.0,2,1299.23,4,3,4,Potential Loyalists
12488,10.0,3,1298.66,5,4,4,Champions
12372,72.0,3,1298.04,3,4,4,Loyal Customers
15602,9.0,9,1297.87,5,5,4,Champions
17961,22.0,39,1296.44,4,5,4,Champions
16929,4.0,7,1295.39,5,5,4,Champions
16224,58.0,4,1295.3,3,4,4,Loyal Customers
15621,5.0,4,1293.03,5,4,4,Champions
16101,71.0,1,1290.7,3,2,4,Other
15171,332.0,1,1289.5,1,2,4,Lost Customers
15136,3.0,4,1286.7,5,4,4,Champions
16949,4.0,6,1286.27,5,5,4,Champions
17350,9.0,4,1286.07,5,4,4,Champions
17802,83.0,3,1285.04,2,4,4,At Risk
16899,8.0,6,1281.56,5,5,4,Champions
13878,55.0,1,1281.53,3,2,4,Other
13538,44.0,7,1280.85,3,5,4,Loyal Customers
16951,135.0,3,1277.75,2,4,4,At Risk
16692,257.0,2,1276.0,1,3,4,At Risk
17019,12.0,4,1272.61,5,4,4,Champions
12394,64.0,2,1272.48,3,3,4,Other
12630,10.0,2,1270.8799999999999,5,3,4,Potential Loyalists
14669,242.0,3,1269.99,1,4,4,At Risk
13492,137.0,3,1269.84,2,4,4,At Risk
13431,68.0,2,1269.1,3,3,4,Other
14916,71.0,4,1268.98,3,4,4,Loyal Customers
15199,60.0,4,1268.7,3,4,4,Loyal Customers
16660,17.0,4,1267.65,4,4,4,Champions
17037,88.0,1,1267.32,2,2,4,Lost Customers
17158,33.0,3,1266.97,4,4,4,Champions
14105,240.0,1,1266.23,1,2,4,Lost Customers
13989,66.0,2,1266.08,3,3,4,Other
16842,101.0,3,1264.19,2,4,4,At Risk
15497,18.0,2,1262.2,4,3,4,Potential Loyalists
15009,13.0,3,1261.78,5,4,4,Champions
16688,2.0,4,1260.86,5,4,4,Champions
17388,78.0,4,1259.56,2,4,4,At Risk
17412,3.0,7,1258.06,5,5,4,Champions
13151,296.0,1,1257.87,1,2,4,Lost Customers
14931,5.0,5,1257.68,5,4,4,Champions
16639,32.0,3,1257.51,4,4,4,Champions
17481,4.0,4,1255.59,5,4,4,Champions
13848,93.0,3,1255.0,2,4,4,At Risk
17262,53.0,5,1253.36,3,4,4,Loyal Customers
14698,2.0,5,1250.76,5,4,4,Champions
14383,39.0,3,1247.69,3,4,4,Loyal Customers
12689,26.0,2,1247.61,4,3,4,Potential Loyalists
13029,31.0,3,1247.5,4,4,4,Champions
15004,148.0,1,1246.32,2,2,4,Lost Customers
12494,16.0,7,1246.1,4,5,4,Champions
13860,2.0,5,1245.9,5,4,4,Champions
14428,8.0,5,1244.83,5,4,4,Champions
16531,23.0,7,1244.59,4,5,4,Champions
17584,8.0,2,1242.3,5,3,4,Potential Loyalists
17588,101.0,3,1240.2,2,4,4,At Risk
17731,80.0,4,1240.11,2,4,4,At Risk
12985,1.0,2,1239.38,5,3,4,Potential Loyalists
13476,179.0,2,1238.47,2,3,4,At Risk
14893,10.0,2,1237.85,5,3,4,Potential Loyalists
13931,96.0,2,1237.53,2,3,4,At Risk
15201,88.0,5,1236.54,2,4,4,At Risk
14684,26.0,5,1236.28,4,4,4,Champions
15376,41.0,3,1233.36,3,4,4,Loyal Customers
15910,1.0,8,1232.18,5,5,4,Champions
18080,19.0,2,1231.5,4,3,4,Potential Loyalists
18171,59.0,5,1231.31,3,4,4,Loyal Customers
14913,36.0,4,1227.43,3,4,4,Loyal Customers
12997,23.0,4,1226.89,4,4,4,Champions
12412,75.0,3,1226.8799999999999,2,4,4,At Risk
17774,97.0,4,1225.41,2,4,4,At Risk
15841,73.0,4,1224.06,2,4,4,At Risk
13208,59.0,6,1223.9,3,5,4,Loyal Customers
16794,2.0,10,1222.71,5,5,4,Champions
14745,113.0,5,1220.26,2,4,4,At Risk
15227,37.0,5,1219.4,3,4,4,Loyal Customers
13491,52.0,10,1215.82,3,5,4,Loyal Customers
17410,17.0,5,1214.72,4,4,4,Champions
13055,79.0,3,1214.41,2,4,4,At Risk
18263,26.0,3,1213.16,4,4,4,Champions
13918,50.0,2,1212.84,3,3,4,Other
16653,17.0,2,1212.66,4,3,4,Potential Loyalists
12464,11.0,8,1212.05,5,5,4,Champions
17653,37.0,4,1207.56,3,4,4,Loyal Customers
15737,15.0,8,1205.12,4,5,4,Champions
16800,12.0,1,1201.49,5,2,4,Potential Loyalists
13158,95.0,4,1201.06,2,4,4,At Risk
17320,101.0,3,1200.62,2,4,4,At Risk
17800,38.0,9,1199.01,3,5,4,Loyal Customers
15605,37.0,5,1198.23,3,4,4,Loyal Customers
13118,20.0,5,1197.81,4,4,4,Champions
13211,11.0,3,1197.42,5,4,4,Champions
16042,23.0,5,1197.27,4,4,4,Champions
17867,31.0,6,1197.1000000000001,4,5,4,Champions
14487,27.0,6,1196.33,4,5,4,Champions
17720,27.0,4,1195.94,4,4,4,Champions
17526,5.0,4,1195.9,5,4,4,Champions
15145,5.0,4,1194.73,5,4,4,Champions
12611,53.0,1,1193.32,3,2,4,Other
13882,3.0,5,1191.13,5,4,4,Champions
12462,19.0,2,1189.59,4,3,4,Potential Loyalists
16612,33.0,4,1187.66,4,4,4,Champions
15630,46.0,2,1186.35,3,3,4,Other
13752,125.0,6,1186.28,2,5,4,At Risk
17058,82.0,3,1179.89,2,4,4,At Risk
16950,57.0,3,1178.56,3,4,4,Loyal Customers
12885,64.0,3,1175.22,3,4,4,Loyal Customers
12640,24.0,3,1174.58,4,4,4,Champions
15306,65.0,3,1174.35,3,4,4,Loyal Customers
14857,60.0,2,1173.12,3,3,4,Other
13611,90.0,3,1171.8,2,4,4,At Risk
18168,177.0,6,1169.94,2,5,4,At Risk
12358,2.0,2,1168.06,5,3,4,Potential Loyalists
13500,24.0,3,1166.77,4,4,4,Champions
14737,4.0,3,1164.55,5,4,4,Champions
14261,51.0,2,1163.45,3,3,4,Other
14447,19.0,5,1163.23,4,4,4,Champions
16714,219.0,3,1161.53,1,4,4,At Risk
12546,47.0,2,1161.5,3,3,4,Other
15088,22.0,2,1160.07,4,3,4,Potential Loyalists
17348,15.0,5,1159.52,4,4,4,Champions
13499,18.0,5,1159.11,4,4,4,Champions
16184,65.0,6,1158.79,3,5,4,Loyal Customers
14723,11.0,6,1158.3,5,5,4,Champions
13744,96.0,2,1156.36,2,3,4,At Risk
16637,33.0,4,1154.47,4,4,4,Champions
16062,10.0,4,1153.62,5,4,4,Champions
12710,97.0,3,1149.02,2,4,4,At Risk
17505,162.0,2,1145.84,2,3,4,At Risk
16766,274.0,2,1145.6,1,3,4,At Risk
12769,239.0,1,1143.6,1,2,4,Lost Customers
17770,199.0,5,1143.27,1,4,4,At Risk
18125,30.0,4,1142.99,4,4,4,Champions
15985,124.0,2,1142.42,2,3,4,At Risk
16270,354.0,1,1141.24,1,2,4,Lost Customers
13330,93.0,3,1140.93,2,4,4,At Risk
13819,302.0,3,1140.35,1,4,4,At Risk
16172,96.0,5,1140.21,2,4,4,At Risk
17135,17.0,7,1139.73,4,5,4,Champions
17500,18.0,3,1138.0,4,4,4,Champions
17302,15.0,5,1135.6299999999999,4,4,4,Champions
17242,109.0,2,1135.04,2,3,4,At Risk
15489,23.0,3,1134.28,4,4,4,Champions
16989,8.0,6,1133.25,5,5,4,Champions
17585,110.0,4,1133.07,2,4,4,At Risk
13282,19.0,3,1132.1399999999999,4,4,4,Champions
13772,34.0,3,1132.13,3,4,4,Loyal Customers
13310,29.0,3,1132.03,4,4,4,Champions
13610,13.0,7,1131.88,5,5,4,Champions
15500,9.0,4,1131.56,5,4,4,Champions
13447,24.0,3,1129.14,4,4,4,Champions
14824,11.0,4,1127.71,5,4,4,Champions
12609,79.0,3,1126.85,2,4,4,At Risk
14708,3.0,3,1126.3700000000001,5,4,4,Champions
17470,45.0,5,1125.07,3,4,4,Loyal Customers
14129,2.0,5,1123.86,5,4,4,Champions
15436,13.0,3,1122.53,5,4,4,Champions
13486,79.0,3,1122.41,2,4,4,At Risk
17562,15.0,7,1122.3799999999999,4,5,4,Champions
16807,143.0,3,1121.59,2,4,4,At Risk
16086,60.0,5,1121.39,3,4,4,Loyal Customers
15730,66.0,3,1120.88,3,4,4,Loyal Customers
17894,72.0,8,1119.81,2,5,4,At Risk
14276,99.0,3,1119.74,2,4,4,At Risk
13064,13.0,4,1119.49,5,4,4,Champions
12842,71.0,2,1118.99,3,3,4,Other
15716,146.0,4,1118.81,2,4,4,At Risk
17788,74.0,2,1117.9,2,3,4,At Risk
13591,65.0,3,1117.1299999999999,3,4,4,Loyal Customers
14971,36.0,3,1116.57,3,4,4,Loyal Customers
16350,22.0,4,1116.47,4,4,4,Champions
12679,59.0,4,1113.02,3,4,4,Loyal Customers
17609,41.0,5,1112.22,3,4,4,Loyal Customers
16049,41.0,3,1111.79,3,4,4,Loyal Customers
14161,216.0,3,1110.52,1,4,4,At Risk
14817,201.0,2,1110.34,1,3,4,At Risk
15069,180.0,1,1109.53,1,2,4,Lost Customers
12399,120.0,4,1108.65,2,4,4,At Risk
15933,22.0,3,1107.46,4,4,4,Champions
16833,2.0,4,1106.53,5,4,4,Champions
12857,211.0,2,1106.4,1,3,4,At Risk
14410,93.0,9,1105.07,2,5,4,At Risk
14948,24.0,6,1101.97,4,5,4,Champions
17047,86.0,3,1100.9,2,4,4,At Risk
14744,17.0,7,1099.98,4,5,4,Champions
15978,78.0,1,1098.78,2,2,4,Lost Customers
13104,4.0,6,1098.48,5,5,4,Champions
17966,38.0,5,1098.43,3,4,4,Loyal Customers
16225,45.0,5,1096.32,3,4,4,Loyal Customers
16533,20.0,3,1095.56,4,4,4,Champions
13652,46.0,3,1095.08,3,4,4,Loyal Customers
15745,20.0,4,1094.59,4,4,4,Champions
15608,29.0,4,1093.68,4,4,4,Champions
13521,2.0,3,1093.65,5,4,4,Champions
18189,78.0,2,1090.24,2,3,4,At Risk
13853,58.0,1,1090.1399999999999,3,2,4,Other
12534,131.0,1,1089.18,2,2,4,Lost Customers
15763,32.0,2,1086.92,4,3,4,Potential Loyalists
13467,11.0,2,1083.71,5,3,4,Potential Loyalists
17041,27.0,3,1081.57,4,4,4,Champions
14561,76.0,3,1080.76,2,4,4,At Risk
16200,5.0,2,1080.6200000000001,5,3,4,Potential Loyalists
13726,39.0,2,1079.66,3,3,4,Other
15197,11.0,3,1079.61,5,4,4,Champions
12354,233.0,1,1079.4,1,2,4,Lost Customers
13715,282.0,5,1079.34,1,4,4,At Risk
14352,158.0,4,1078.96,2,4,4,At Risk
16980,256.0,2,1078.96,1,3,4,At Risk
16094,12.0,4,1078.23,5,4,4,Champions
16563,54.0,1,1077.74,3,2,4,Other
13131,24.0,3,1073.3,4,4,4,Champions
15712,10.0,5,1072.36,5,4,4,Champions
15238,30.0,3,1071.99,4,4,4,Champions
13635,68.0,1,1071.03,3,2,4,Other
17522,2.0,5,1070.71,5,4,4,Champions
13761,51.0,2,1070.65,3,3,4,Other
14212,90.0,1,1070.48,2,2,4,Lost Customers
17214,61.0,6,1069.1200000000001,3,5,4,Loyal Customers
16918,50.0,6,1068.82,3,5,4,Loyal Customers
15027,31.0,4,1066.15,4,4,4,Champions
17277,228.0,2,1065.35,1,3,4,At Risk
14488,68.0,1,1064.28,3,2,4,Other
17287,27.0,7,1064.11,4,5,4,Champions
12951,9.0,6,1064.07,5,5,4,Champions
15801,47.0,3,1063.95,3,4,4,Loyal Customers
12936,18.0,4,1063.9,4,4,4,Champions
12815,148.0,2,1063.46,2,3,4,At Risk
14411,311.0,1,1063.0,1,2,4,Lost Customers
16214,171.0,3,1062.75,2,4,4,At Risk
15996,89.0,6,1060.68,2,5,4,At Risk
15706,64.0,4,1060.56,3,4,4,Loyal Customers
17727,16.0,1,1060.25,4,2,4,Potential Loyalists
18130,16.0,3,1059.39,4,4,4,Champions
14465,247.0,3,1058.62,1,4,4,At Risk
13455,25.0,2,1058.34,4,3,4,Potential Loyalists
14419,11.0,6,1058.06,5,5,4,Champions
15407,34.0,4,1056.44,3,4,4,Loyal Customers
14514,62.0,3,1055.35,3,4,4,Loyal Customers
15977,18.0,2,1054.73,4,3,4,Potential Loyalists
16728,47.0,4,1054.67,3,4,4,Loyal Customers
12716,4.0,2,1053.49,5,3,4,Potential Loyalists
14583,6.0,5,1052.55,5,4,4,Champions
16416,27.0,3,1051.4,4,4,4,Champions
12849,32.0,2,1050.89,4,3,4,Potential Loyalists
14224,111.0,4,1050.12,2,4,4,At Risk
15329,40.0,3,1049.7,3,4,4,Loyal Customers
14078,102.0,6,1049.3700000000001,2,5,4,At Risk
15464,339.0,1,1048.85,1,2,4,Lost Customers
15839,34.0,3,1048.49,3,4,4,Loyal Customers
15777,242.0,4,1047.11,1,4,4,At Risk
16520,187.0,3,1046.57,1,4,4,At Risk
14293,4.0,4,1046.56,5,4,4,Champions
17042,3.0,5,1044.3799999999999,5,4,4,Champions
15192,120.0,3,1044.32,2,4,4,At Risk
14389,66.0,2,1043.46,3,3,4,Other
15073,10.0,3,1043.41,5,4,4,Champions
12497,82.0,1,1043.1,2,2,4,Lost Customers
14584,170.0,4,1042.26,2,4,4,At Risk
13719,16.0,5,1041.68,4,4,4,Champions
18221,23.0,5,1041.61,4,4,4,Champions
15434,9.0,5,1041.48,5,4,4,Champions
14446,1.0,4,1039.58,5,4,4,Champions
16320,173.0,2,1038.46,2,3,4,At Risk
16175,95.0,4,1037.59,2,4,4,At Risk
12691,29.0,6,1035.8,4,5,4,Champions
16260,51.0,1,1035.45,3,2,4,Other
13639,75.0,1,1033.34,2,2,4,Lost Customers
17724,72.0,3,1033.0,3,4,4,Loyal Customers
12599,30.0,7,1032.58,4,5,4,Champions
17405,2.0,3,1031.41,5,4,4,Champions
12724,6.0,4,1031.41,5,4,4,Champions
13235,213.0,1,1031.07,1,2,4,Lost Customers
12717,152.0,2,1030.98,2,3,4,At Risk
13253,157.0,2,1030.4,2,3,4,At Risk
17033,87.0,3,1030.14,2,4,4,At Risk
15333,209.0,1,1028.56,1,2,4,Lost Customers
16682,5.0,5,1028.0,5,4,4,Champions
15104,197.0,2,1027.44,1,3,4,At Risk
13956,6.0,5,1026.42,5,4,4,Champions
14904,3.0,2,1025.44,5,3,4,Potential Loyalists
16160,66.0,2,1025.44,3,3,4,Other
15658,191.0,5,1024.1,1,4,4,At Risk
17096,16.0,4,1022.13,4,4,4,Champions
14346,121.0,2,1021.58,2,3,4,At Risk
13165,47.0,2,1021.48,3,3,4,Other
12572,9.0,2,1020.42,5,3,4,Potential Loyalists
13376,100.0,3,1019.76,2,4,4,At Risk
18142,158.0,2,1019.52,2,3,4,At Risk
12828,3.0,6,1018.7099999999999,5,5,4,Champions
14083,5.0,9,1018.43,5,5,4,Champions
12514,268.0,1,1017.68,1,2,4,Lost Customers
13728,37.0,6,1016.14,3,5,4,Loyal Customers
13867,32.0,3,1015.29,4,4,4,Champions
12642,26.0,3,1013.26,4,4,4,Champions
12739,79.0,2,1013.04,2,3,4,At Risk
17197,30.0,1,1013.01,4,2,4,Potential Loyalists
14195,202.0,2,1012.0,1,3,4,At Risk
14775,59.0,3,1011.9,3,4,4,Loyal Customers
16229,88.0,2,1010.6,2,3,4,At Risk
13032,53.0,2,1010.1800000000001,3,3,4,Other
16572,128.0,3,1009.6,2,4,4,At Risk
16174,127.0,3,1009.55,2,4,4,At Risk
17951,40.0,3,1008.54,3,4,4,Loyal Customers
